Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024,History,Crime,Fantasy,War,Science Fiction,Action,Drama,Animation,Western,Romance,Documentary,Adventure,Mystery,Thriller,TV Movie,Family,Music,Horror,Comedy
Thor,2011,68.0,"Adventure,Fantasy,Action",3,English,150000000.0,449326618.0,299326618.0,"190,448,299.32","570,489,934.91","380,041,635.59",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Captain America: Civil War,2016,74.0,"Adventure,Action,Science Fiction",3,English,250000000.0,1151899586.0,901899586.0,"297,486,114.99","1,370,696,530.78","1,073,210,415.79",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dungeons & Dragons: Wrath of the Dragon God,2005,43.0,"Action,Adventure,Fantasy,TV Movie",4,English,102300000.0,633555866.2,531255866.20000005,"149,597,380.95","926,474,078.89","776,876,697.94",0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Doctor Strange,2016,74.0,"Action,Adventure,Fantasy",3,English,165000000.0,676343174.0,511343174.0,"196,340,835.89","804,810,812.93","608,469,977.04",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Transformers: Age of Extinction,2014,59.0,"Science Fiction,Action,Adventure",3,English,210000000.0,1104054072.0,894054072.0,"253,341,063.46","1,331,915,393.91","1,078,574,330.45",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Joseph: King of Dreams,2000,68.0,"Family,Animation",2,English,79000000.0,601957369.0,522957369.0,"131,022,096.40","998,350,840.88","867,328,744.48",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
An Interview with God,2018,71.0,"Drama,Mystery",2,English,105000000.0,496783754.4,391783754.4,"119,421,103.35","565,013,943.61","445,592,840.25",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Up,2009,79.0,"Animation,Comedy,Family,Adventure",4,English,175000000.0,731463377.0,556463377.0,"232,962,729.04","973,735,454.28","740,772,725.24",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Pirates of the Caribbean: Dead Men Tell No Tales,2017,66.0,"Adventure,Action,Fantasy",3,English,230000000.0,794861794.0,564861794.0,"267,978,337.14","926,111,920.93","658,133,583.79",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Amazing Spider-Man 2,2014,65.0,"Action,Adventure,Fantasy",3,English,200000000.0,708996336.0,508996336.0,"241,277,203.30","855,323,265.49","614,046,062.20",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ice Age: Dawn of the Dinosaurs,2009,67.0,"Animation,Comedy,Family,Adventure",4,English,90000000.0,886686817.0,796686817.0,"119,809,403.51","1,180,371,318.24","1,060,561,914.73",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Toy Story 2,1999,76.0,"Animation,Comedy,Family",3,English,90000000.0,511358276.0,421358276.0,"154,283,013.21","876,598,840.54","722,315,827.34",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Grown Ups,2010,64.0,Comedy,1,English,75000000.0,272222420.0,197222420.0,"98,229,927.17","356,538,513.23","258,308,586.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hidden Figures,2017,81.0,"Drama,History",2,English,25000000.0,230677636.0,205677636.0,"29,128,080.12","268,767,866.57","239,639,786.45",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Eclipse,2010,62.0,"Adventure,Fantasy,Drama,Romance",4,English,68000000.0,706102828.0,638102828.0,"89,061,800.64","924,805,724.96","835,743,924.33",0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Samson,2018,58.0,"Action,Drama,Adventure",3,English,8101468.0,4873825.0,-3227643.0,"9,214,154.74","5,543,214.85","-3,670,939.89",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Deadpool 2,2018,75.0,"Action,Comedy,Adventure",3,English,110000000.0,786362370.0,676362370.0,"125,107,822.56","894,364,398.68","769,256,576.12",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
San Andreas,2015,62.0,"Action,Drama,Thriller",3,English,110000000.0,456258539.0,346258539.0,"132,545,133.89","549,771,355.83","417,226,221.94",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Risen,2016,61.0,"Action,History,Adventure,Drama",4,English,20000000.0,46244066.0,26244066.0,"23,798,889.20","55,027,870.14","31,228,980.94",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Super Mario Bros: This Ain't No Video Game,2014,34.0,Documentary,1,English,54640000.0,329856760.8,275216760.8,"65,916,931.94","397,934,583.67","332,017,651.73",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ted 2,2015,63.0,"Comedy,Fantasy",2,English,68000000.0,217214143.0,149214143.0,"81,936,991.86","261,733,433.34","179,796,441.48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Exorcist,2001,77.0,Horror,1,English,12000000.0,428214478.0,416214478.0,"19,351,439.86","690,547,226.68","671,195,786.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Hunger Games: Catching Fire,2013,74.0,"Adventure,Action,Science Fiction",3,English,130000000.0,864868047.0,734868047.0,"159,374,262.20","1,060,290,053.03","900,915,790.82",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I Am Legend,2008,72.0,"Drama,Science Fiction,Thriller",3,English,150000000.0,585410052.0,435410052.0,"198,971,914.00","776,534,390.14","577,562,476.14",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Avatar: Creating the World of Pandora,2010,70.0,Documentary,1,English,100140523.8,625891229.0,525750705.2,"131,157,284.80","819,749,997.92","688,592,713.12",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kingsman: The Secret Service,2015,76.0,"Crime,Comedy,Action,Adventure",4,English,94000000.0,404561724.0,310561724.0,"113,265,841.69","487,478,980.69","374,213,139.00",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
The Lord of the Rings: The Return of the King,2003,85.0,"Adventure,Fantasy,Action",3,English,94000000.0,1121386981.0,1027386981.0,"145,901,793.48","1,740,557,145.86","1,594,655,352.38",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Thor: The Dark World,2013,65.0,"Action,Adventure,Fantasy",3,English,150000000.0,644602516.0,494602516.0,"183,893,379.46","790,254,233.86","606,360,854.39",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Overcomer,2019,77.0,Drama,1,English,5000000.0,38093564.0,33093564.0,"5,585,511.06","42,554,404.58","36,968,893.52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journey 2: The Mysterious Island,2012,61.0,"Adventure,Action,Science Fiction",3,English,79000000.0,318146162.0,239146162.0,"98,269,140.31","395,746,200.41","297,477,060.10",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 2,2012,65.0,"Adventure,Fantasy,Drama,Romance",4,English,120000000.0,829747654.0,709747654.0,"149,269,580.22","1,032,134,033.31","882,864,453.10",0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
The Vatican Tapes,2015,53.0,"Thriller,Horror",2,English,13000000.0,14929184.0,1929184.0,"15,664,424.91","17,989,006.29","2,324,581.38",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Hunger Games: Mockingjay - Part 2,2015,69.0,"Action,Adventure,Science Fiction",3,English,160000000.0,647396133.0,487396133.0,"192,792,922.03","780,083,701.19","587,290,779.16",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Scary Movie,2000,63.0,Comedy,1,English,19000000.0,277200000.0,258200000.0,"31,511,643.44","459,738,292.68","428,226,649.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Dark Knight,2008,85.0,"Drama,Action,Crime,Thriller",4,English,185000000.0,1006234167.0,821234167.0,"245,398,693.93","1,334,748,920.94","1,089,350,227.00",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Miracles from Heaven,2016,74.0,"Family,Drama",2,English,13000000.0,73773317.0,60773317.0,"15,469,277.98","87,786,149.86","72,316,871.88",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Toy Story 4,2019,75.0,"Family,Adventure,Animation,Comedy,Fantasy",5,English,200000000.0,1073064540.0,873064540.0,"223,420,442.23","1,198,722,770.36","975,302,328.12",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Iron Man 3,2013,69.0,"Action,Adventure,Science Fiction",3,English,200000000.0,1215392272.0,1015392272.0,"245,191,172.62","1,490,017,281.82","1,244,826,109.20",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Prometheus,2012,65.0,"Science Fiction,Adventure,Mystery",3,English,125000000.0,402448265.0,277448265.0,"155,489,146.06","500,610,696.46","345,121,550.40",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Toy Story 3,2010,78.0,"Animation,Family,Comedy",3,English,200000000.0,1068879522.0,868879522.0,"261,946,472.47","1,399,946,101.39","1,137,999,628.93",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
The Green Mile,2000,85.0,"Fantasy,Drama,Crime",3,English,60000000.0,290701374.0,230701374.0,"99,510,452.96","482,130,423.39","382,619,970.43",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades Darker,2017,65.0,"Drama,Romance",2,English,55000000.0,381367046.0,326367046.0,"64,081,776.27","444,339,594.90","380,257,818.63",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy Vol. 2,2017,76.0,"Adventure,Action,Science Fiction",3,English,200000000.0,863756051.0,663756051.0,"233,024,640.99","1,006,382,218.45","773,357,577.45",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ant-Man and the Wasp,2018,70.0,"Action,Adventure,Science Fiction",3,English,130000000.0,623144660.0,493144660.0,"147,854,699.39","708,729,741.40","560,875,042.00",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Joker,2019,82.0,"Crime,Thriller,Drama",3,English,55000000.0,1069121583.0,1014121583.0,"61,440,621.61","1,194,318,084.37","1,132,877,462.76",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Percy Jackson & the Olympians: The Lightning Thief,2010,62.0,"Adventure,Fantasy,Family",3,English,95000000.0,223050874.0,128050874.0,"124,424,574.42","292,136,948.12","167,712,373.70",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Constantine,2005,70.0,"Fantasy,Action,Horror",3,English,75000000.0,221593554.0,146593554.0,"109,675,499.23","324,045,115.49","214,369,616.26",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gifted,2017,81.0,"Drama,Comedy",2,English,7000000.0,36964656.0,29964656.0,"8,155,862.43","43,068,378.47","34,912,516.03",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Kung Fu Panda,2008,72.0,"Action,Adventure,Animation,Family,Comedy",5,English,130000000.0,631910531.0,501910531.0,"172,442,325.47","838,216,318.87","665,773,993.40",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
The Man from Earth,2008,76.0,"Science Fiction,Drama",2,English,200000.0,58992776.8,58792776.8,"265,295.89","78,252,704.75","77,987,408.86",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wrong Turn 3: Left for Dead,2009,56.0,"Horror,Thriller",2,English,3000000.0,37753869.2,34753869.2,"3,993,646.78","50,258,539.43","46,264,892.65",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Apocalypto,2006,75.0,"Action,Drama,History",3,English,40000000.0,121032272.0,81032272.0,"56,665,674.60","171,459,383.54","114,793,708.94",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,2003,80.0,"Drama,Crime",2,English,52000000.0,352114312.0,300114312.0,"80,711,630.43","546,533,081.17","465,821,450.74",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,2002,84.0,"Adventure,Fantasy,Action",3,English,94000000.0,919148764.0,825148764.0,"149,226,959.42","1,459,167,822.43","1,309,940,863.00",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
X-Men: Apocalypse,2016,65.0,"Action,Adventure,Science Fiction,Fantasy",4,English,178000000.0,542537546.0,364537546.0,"211,810,113.87","645,589,547.18","433,779,433.31",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Alita: Battle Angel,2019,72.0,"Action,Science Fiction,Adventure",3,English,170000000.0,401900040.0,231900040.0,"189,907,375.90","448,963,423.35","259,056,047.45",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Brave,2012,70.0,"Animation,Adventure,Comedy,Family,Action,Fantasy",6,English,185000000.0,554606532.0,369606532.0,"230,123,936.17","689,882,368.47","459,758,432.30",0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Monsters University,2013,70.0,"Animation,Family",2,English,200000000.0,743455810.0,543455810.0,"245,191,172.62","911,444,009.22","666,252,836.60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Iron Man,2008,76.0,"Action,Science Fiction,Adventure",3,English,186000000.0,585171547.0,399171547.0,"246,725,173.36","776,218,018.17","529,492,844.81",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Curse of La Llorona,2019,57.0,"Horror,Mystery,Thriller",3,English,9000000.0,123133739.0,114133739.0,"10,053,919.90","137,552,972.11","127,499,052.21",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Hobbit: An Unexpected Journey,2012,73.0,"Adventure,Fantasy,Action",3,English,200000000.0,1014938545.0,814938545.0,"248,782,633.69","1,262,495,421.31","1,013,712,787.61",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Spider-Man: Far From Home,2019,75.0,"Action,Adventure,Science Fiction",3,English,160000000.0,1132107522.0,972107522.0,"178,736,353.79","1,264,679,816.10","1,085,943,462.32",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Hangover Part II,2011,65.0,Comedy,1,English,80000000.0,586764305.0,506764305.0,"101,572,426.30","744,988,426.58","643,416,000.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,2009,58.0,"Action,Adventure,Science Fiction",3,English,200000000.0,757677748.0,557677748.0,"266,243,118.90","1,008,632,433.75","742,389,314.85",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
White Chicks,2004,69.0,"Comedy,Crime",2,English,20000000.0,111448997.0,91448997.0,"30,237,691.90","168,498,021.70","138,260,329.79",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scream 2,1997,65.0,"Horror,Mystery",2,English,24000000.0,172363301.0,148363301.0,"42,705,794.39","306,704,653.89","263,998,859.50",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
American Sniper,2015,74.0,"War,Action",2,English,58000000.0,547326372.0,489326372.0,"69,887,434.23","659,504,066.00","589,616,631.77",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Days in the Desert,2016,57.0,"Adventure,Drama,History",3,English,124600000.0,375161639.6,250561639.60000002,"148,267,079.71","446,421,514.63","298,154,434.92",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Scary Movie 5,2013,48.0,Comedy,1,English,20000000.0,78378744.0,58378744.0,"24,519,117.26","96,088,880.75","71,569,763.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Annabelle: Creation,2017,66.0,"Horror,Mystery,Thriller",3,English,15000000.0,305384865.0,290384865.0,"17,476,848.07","355,810,992.66","338,334,144.58",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Meet Joe Black,1999,73.0,"Fantasy,Drama,Romance",3,English,85000000.0,44650003.0,-40349997.0,"145,711,734.69","76,541,522.25","-69,170,212.44",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dawn of the Planet of the Apes,2014,73.0,"Science Fiction,Action,Drama,Thriller",4,English,170000000.0,710644566.0,540644566.0,"205,085,622.80","857,311,667.12","652,226,044.31",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Scream 4,2011,64.0,"Horror,Mystery",2,English,40000000.0,95989590.0,55989590.0,"50,786,213.15","121,873,694.45","71,087,481.30",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Shawshank Redemption,1995,87.0,"Drama,Crime",2,English,25000000.0,28419159.0,3419159.0,"46,849,573.49","53,257,019.12","6,407,445.63",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terminator Genisys,2015,59.0,"Science Fiction,Action,Thriller,Adventure",4,English,155000000.0,440603537.0,285603537.0,"186,768,143.21","530,907,770.96","344,139,627.75",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Black Panther,2018,74.0,"Action,Adventure,Science Fiction",3,English,200000000.0,1336494320.0,1136494320.0,"227,468,768.29","1,520,053,584.01","1,292,584,815.72",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batman v Superman: Dawn of Justice,2016,59.0,"Action,Adventure,Fantasy",3,English,263000000.0,872395091.0,609395091.0,"312,955,392.97","1,038,101,705.43","725,146,312.46",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Monster Calls,2017,73.0,"Drama,Fantasy",2,English,43000000.0,46414530.0,3414530.0,"50,100,297.81","54,078,645.95","3,978,348.14",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man,2002,73.0,"Fantasy,Action",2,English,139000000.0,821706375.0,682706375.0,"220,665,397.44","1,304,475,998.71","1,083,810,601.27",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 2,2001,58.0,Comedy,1,English,45000000.0,141189101.0,96189101.0,"72,567,899.49","227,684,366.46","155,116,466.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wrong Turn 2: Dead End,2007,60.0,"Horror,Thriller",2,English,4000000.0,30361598.0,26361598.0,"5,509,641.08","41,820,376.87","36,310,735.79",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Knowing,2009,62.0,"Action,Mystery,Science Fiction,Thriller",4,English,50000000.0,186450317.0,136450317.0,"66,560,779.73","248,205,569.59","181,644,789.87",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Annabelle Comes Home,2019,64.0,"Horror,Mystery,Thriller",3,English,27000000.0,230779191.0,203779191.0,"30,161,759.70","257,803,944.56","227,642,184.86",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Matrix,1999,82.0,"Action,Science Fiction",2,English,65000000.0,465974198.0,400974198.0,"111,426,620.65","798,798,926.04","687,372,305.39",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me 2,2013,69.0,"Animation,Comedy,Family",3,English,76000000.0,975216835.0,899216835.0,"93,172,645.60","1,195,572,796.66","1,102,400,151.07",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Pacific Rim: Uprising,2018,61.0,"Action,Fantasy,Science Fiction,Adventure",4,English,155000000.0,290930148.0,135930148.0,"176,288,295.43","330,887,612.13","154,599,316.70",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Capturing Avatar,2010,78.0,Documentary,1,English,101700000.0,716719914.2,615019914.2,"133,199,781.25","938,711,266.35","805,511,485.10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scooby-Doo,2002,60.0,"Mystery,Adventure,Comedy",3,English,84000000.0,276294164.0,192294164.0,"133,351,750.97","438,622,744.68","305,270,993.71",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Jurassic World,2015,67.0,"Action,Adventure,Science Fiction,Thriller",4,English,215000000.0,1669963641.0,1454963641.0,"259,065,488.97","2,012,232,312.67","1,753,166,823.69",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Kingsman: The Golden Circle,2017,70.0,"Action,Adventure,Comedy",3,English,104000000.0,408803696.0,304803696.0,"121,172,813.32","476,306,672.48","355,133,859.17",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Spirit: Stallion of the Cimarron,2002,77.0,"Western,Animation,Adventure,Comedy,Family,Drama",6,English,80000000.0,106515310.0,26515310.0,"127,001,667.59","169,095,274.93","42,093,607.33",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Project X,2012,68.0,Comedy,1,English,12000000.0,103028188.0,91028188.0,"14,926,958.02","128,158,119.78","113,231,161.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tarzan,1999,74.0,"Family,Adventure,Animation,Drama",4,English,145000000.0,448191819.0,303191819.0,"248,567,076.83","768,315,381.44","519,748,304.61",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Corpse Bride,2005,75.0,"Romance,Fantasy,Animation",3,English,30000000.0,114770654.0,84770654.0,"43,870,199.69","167,833,717.00","123,963,517.30",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Madagascar,2005,69.0,"Family,Animation,Adventure,Comedy",4,English,75000000.0,556559566.0,481559566.0,"109,675,499.23","813,879,310.04","704,203,810.81",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
The Twilight Saga: Breaking Dawn - Part 1,2011,62.0,"Adventure,Fantasy,Romance",3,English,110000000.0,712171856.0,602171856.0,"139,662,086.17","904,212,791.98","764,550,705.81",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Maleficent,2014,71.0,"Fantasy,Adventure,Action,Family,Romance",5,English,180000000.0,758536735.0,578536735.0,"217,149,482.97","915,088,110.10","697,938,627.13",0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
xXx: Return of Xander Cage,2017,61.0,"Action,Adventure,Crime",3,English,85000000.0,345033359.0,260033359.0,"99,035,472.42","402,006,373.06","302,970,900.63",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Incredibles 2,2018,75.0,"Action,Adventure,Animation,Family",4,English,200000000.0,1242805359.0,1042805359.0,"227,468,768.29","1,413,497,021.20","1,186,028,252.91",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Wreck-It Ralph,2012,73.0,"Family,Animation,Comedy,Adventure",4,English,165000000.0,496511521.0,331511521.0,"205,245,672.80","617,617,219.27","412,371,546.47",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
The Equalizer,2014,72.0,"Thriller,Action,Crime",3,English,55000000.0,192903624.0,137903624.0,"66,351,230.91","232,716,234.52","166,365,003.62",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hangover Part III,2013,62.0,Comedy,1,English,103000000.0,362000072.0,259000072.0,"126,273,453.90","443,796,110.71","317,522,656.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ice Age: The Meltdown,2006,67.0,"Animation,Family,Comedy,Adventure",4,English,75000000.0,651899282.0,576899282.0,"106,248,139.88","923,507,814.70","817,259,674.82",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Blended,2014,69.0,"Comedy,Romance",2,English,45000000.0,127990741.0,82990741.0,"54,287,370.74","154,406,240.18","100,118,869.44",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jurassic World: Fallen Kingdom,2018,66.0,"Action,Adventure,Science Fiction,Thriller",4,English,170000000.0,1308323302.0,1138323302.0,"193,348,453.05","1,488,013,450.18","1,294,664,997.13",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
The Meg,2018,62.0,"Action,Science Fiction,Horror",3,English,178000000.0,527267828.0,349267828.0,"202,447,203.78","599,684,816.98","397,237,613.20",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Coherence,2013,73.0,"Thriller,Science Fiction",2,English,2037792.0,102617.0,-1935175.0,"2,498,243.05","125,803.91","-2,372,439.14",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Transformers: The Last Knight,2017,61.0,"Action,Adventure,Science Fiction",3,English,217000000.0,602893340.0,385893340.0,"252,831,735.48","702,445,020.55","449,613,285.07",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Jumanji: The Next Level,2019,69.0,"Adventure,Comedy,Fantasy",3,English,125000000.0,798210215.0,673210215.0,"139,637,776.40","891,682,396.15","752,044,619.76",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tinker Bell and the Legend of the NeverBeast,2015,72.0,"Adventure,Animation,Family",3,English,73800000.0,394200421.4,320400421.4,"88,925,735.28","474,994,069.41","386,068,334.13",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALL·E,2008,81.0,"Animation,Family,Science Fiction",3,English,180000000.0,521311860.0,341311860.0,"238,766,296.80","691,509,457.17","452,743,160.37",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Hobbit: The Desolation of Smaug,2013,76.0,"Fantasy,Adventure,Action",3,English,250000000.0,959358436.0,709358436.0,"306,488,965.77","1,176,131,099.43","869,642,133.65",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Blind Side,2010,77.0,Drama,1,English,35000000.0,305705794.0,270705794.0,"45,840,632.68","400,392,771.75","354,552,139.07",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Case for Christ,2017,69.0,Drama,1,English,3000000.0,17966760.0,14966760.0,"3,495,369.61","20,933,488.99","17,438,119.38",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unbroken: Path to Redemption,2018,69.0,Drama,1,English,6000000.0,6216897.0,216897.0,"6,824,063.05","7,070,749.52","246,686.47",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,2018,74.0,"Horror,Drama,Science Fiction",3,English,17000000.0,334876670.0,317876670.0,"19,334,845.30","380,869,918.28","361,535,072.97",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lilo & Stitch,2002,75.0,"Animation,Family",2,English,80000000.0,245799997.0,165799997.0,"127,001,667.59","390,212,618.92","263,210,951.32",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Lion King II: Simba's Pride,2000,69.0,"Family,Adventure,Animation,Action",4,English,140700000.0,490644301.8,349944301.8,"233,352,012.20","813,737,278.59","580,385,266.39",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
