Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,63.0,"Action,Thriller", English,95200000.0,405026088.6,309826088.6,166801496.93251535,709652918.8571596,542851421.9246442
Wonder Woman: Bloodlines,2019,70.0,"Science Fiction,Animation,Action,Fantasy", English,97580000.0,653742013.4,556162013.4,109006833.76555307,730296648.7010839,621289814.9355308
Tremors 5: Bloodlines,2015,55.0,"Action,Adventure,Comedy,Horror,Science Fiction", English,182600000.0,391973824.0,209373824.0,220024922.26296005,472311118.0433471,252286195.78038707
Superman/Batman: Apocalypse,2010,72.0,"Science Fiction,Action,Adventure,Animation,Family", English,3500000.0,169263708.8,165763708.8,4584063.268151301,221690157.18318236,217106093.91503105
Papillon,2018,73.0,Drama, English,13500000.0,53292989.0,39792989.0,15354141.859844608,60612452.83267691,45258310.9728323
Dark City,1998,73.0,"Mystery,Science Fiction", English,27000000.0,27257061.0,257061.0,47307147.23926381,47757548.075429454,450400.8361656442
Horns,2015,63.0,"Drama,Fantasy,Thriller", English,139000000.0,209282732.0,70282732.0,167488851.01068702,252176433.95005423,84687582.93936722
Shame,2012,70.0,Drama, English,6500000.0,20412841.0,13912841.0,8085435.595006838,25391801.725633077,17306366.13062624
Enemy,2014,69.0,"Thriller,Mystery", English,24953000.0,3396726.0,-21556274.0,30102950.269498516,4097762.748251217,-26005187.5212473
Waiting...,2005,63.0,Comedy, English,1125000.0,18673274.0,17548274.0,1645132.488479263,27306675.30993344,25661542.821454175
Mary Queen of Scots,2019,66.0,"Drama,History", English,25000000.0,48481754.0,23481754.0,27927555.27914354,54159074.59459354,26231519.315449998
The Crazies,2010,62.0,"Mystery,Horror,Action", English,19000000.0,56445534.0,37445534.0,24884914.884249922,73928542.58873868,49043627.70448876
Dreamcatcher,2003,56.0,"Drama,Horror,Science Fiction,Thriller", English,68000000.0,75685268.0,7685268.0,105545978.26086958,117474641.92641304,11928663.66554348
Captain Phillips,2013,76.0,"Action,Drama,Thriller", English,55000000.0,220648184.0,165648184.0,67427572.47045593,270504934.8569908,203077362.38653487
Samson and Delilah,1996,63.0,"Adventure,Drama,History", English,110000000.0,380285773.6,270285773.6,200225940.0892288,692209786.5601785,491983846.4709497
13 Sins,2017,63.0,"Horror,Thriller", English,4000000.0,47552.0,-3952448.0,4660492.8198433425,55403.93864229765,-4605088.881201045
Scooby-Doo! and the Cyber Chase,2005,73.0,"Animation,Adventure,Comedy", English,174000000.0,613598751.2,439598751.2000001,254447158.218126,897289991.5461549,642842833.3280289
Aquamarine,2006,64.0,"Fantasy,Romance,Family,Comedy", English,12000000.0,22978953.0,10978953.0,16999702.380952384,32552946.835491076,15553244.454538694
What Women Want,2001,64.0,"Comedy,Romance", English,65000000.0,374105123.0,309105123.0,104820299.26595145,603289399.2274704,498469099.961519
Triangle,2010,69.0,Horror, English,12000000.0,1594955.0,-10405045.0,15716788.347947318,2088964.1799583596,-13627824.167988958
Kin,2018,62.0,"Science Fiction,Action", English,30000000.0,10383524.0,-19616476.0,34120315.24409913,11809637.07415564,-22310678.169943493
Happy Death Day 2U,2019,63.0,"Comedy,Horror,Science Fiction", English,9000000.0,64686515.0,55686515.0,10053919.900491673,72261448.93910591,62207529.038614236
Green Lantern: First Flight,2009,69.0,"Action,Adventure,Animation,Fantasy,Science Fiction", English,3500000.0,266970289.8,263470289.8,4659254.580794922,355395013.05337083,350735758.4725759
The Assignment,2016,55.0,"Action,Crime,Thriller", English,5000000.0,388789.0,-4611211.0,5949722.2997662565,462637.31664076465,-5487084.983125492
Paranormal Activity 4,2012,54.0,Horror, English,5000000.0,142817992.0,137817992.0,6219565.8423129525,177653180.94218493,171433615.09987196
"Definitely, Maybe",2008,69.0,"Comedy,Romance", English,7000000.0,55617866.0,48617866.0,9285355.98667924,73775955.0042034,64490599.017524146
Dante's Inferno: An Animated Epic,2010,70.0,"Action,Adventure,Animation,Horror", English,140500000.0,650589449.4,510089449.4,184017396.90721652,852098056.4689484,668080659.5617319
Speed Racer,2008,62.0,"Family,Action,Adventure,Comedy", English,120000000.0,93394462.0,-26605538.0,159177531.20021552,123885832.40776953,-35291698.792446
The Edge,1997,68.0,"Action,Adventure,Drama", English,60804639.8,43312294.0,-17492345.799999997,108196268.55876014,77070246.75968848,-31126021.79907165
Mandy,2018,62.0,"Horror,Action,Thriller,Fantasy", English,6000000.0,1474224.0,-4525776.0,6824063.048819826,1676699.5873472267,-5147363.4614726
Have a Little Faith,2011,65.0,"Drama,TV Movie", English,11000000.0,276448971.6,265448971.6,13966208.616558267,350994909.92714477,337028701.31058645
Billy Madison,1995,62.0,Comedy, English,10000000.0,26488734.0,16488734.0,18739829.39632546,49639435.60846457,30899606.21213911
Anacondas: Trail of Blood,2009,48.0,"Action,Horror,Adventure", English,117000000.0,524253075.6,407253075.6,155752224.55800167,697893869.7100362,542141645.1520345
S.W.A.T.: Under Siege,2017,58.0,"Action,Crime,Thriller", English,144000000.0,446230447.4,302230447.4,167777741.5143603,519913449.0257955,352135707.5114352
Chestnut: Hero of Central Park,2004,71.0,"Family,Comedy", English,6.0,10.0,4.0,9.071307570142933,15.118845950238223,6.047538380095289
Malcolm X,1993,75.0,"Drama,History", English,35000000.0,48169910.0,13169910.0,69175259.51557094,95204743.57404846,26029484.058477513
Grave Encounters 2,2012,55.0,Horror, English,49200000.0,427304425.6,378104425.6,61200527.88835946,531529601.9461833,470329074.0578239
Species III,2005,53.0,"Science Fiction,Action,Horror", English,153400000.0,353130684.6,199730684.6,224322954.4290835,516397121.70167446,292074167.27259094
Billy Elliot,2000,76.0,"Drama,Comedy,Music", English,5000000.0,109252972.0,104252972.0,8292537.746806041,181196878.8521487,172904341.10534266
In Bruges,2008,75.0,"Comedy,Drama,Crime", English,15000000.0,34527095.0,19527095.0,19897191.40002694,45799481.180127546,25902289.780100606
Christopher Robin,2018,73.0,"Adventure,Comedy,Family,Fantasy", English,75000000.0,197744377.0,122744377.0,85300788.11024782,224903349.3662662,139602561.25601837
Cheaper by the Dozen,2004,63.0,"Comedy,Family", English,40000000.0,190212113.0,150212113.0,60475383.80095289,287578763.4316305,227103379.6306776
Starship Troopers: Invasion,2012,59.0,"Animation,Action,Science Fiction", English,4473585.6,193425.0,-4280160.6,5564752.038084619,240603.9046098766,-5324148.133474742
Stepmom,1998,72.0,"Drama,Romance,Comedy", English,50000000.0,159745279.0,109745279.0,87605828.2208589,279892349.4233436,192286521.2024847
Life,1999,66.0,"Comedy,Crime", English,75000000.0,73521587.0,-1478413.0,128569177.67106844,126034799.75549221,-2534377.9155762307
It Takes Two,1995,65.0,"Comedy,Family,Romance", English,39780000.0,19474589.0,-20305411.0,74547041.33858268,36495047.54235564,-38051993.79622704
New Nightmare,1994,64.0,"Horror,Mystery,Fantasy", English,8000000.0,57000000.0,49000000.0,15416734.143049935,109844230.76923078,94427496.62618084
If I Stay,2014,74.0,Drama, English,11000000.0,78356170.0,67356170.0,13270246.181400381,94527787.79378718,81257541.61238681
Blue Valentine,2010,69.0,"Drama,Romance", English,1000000.0,16566240.0,15566240.0,1309732.362328943,21697340.650108233,20387608.28777929
Crank,2006,66.0,"Action,Thriller,Crime", English,12000000.0,43924923.0,31924923.0,16999702.380952384,62225884.84218751,45226182.46123513
Tarzan,2014,57.0,"Animation,Action,Adventure,Family", English,145000000.0,448191819.0,303191819.0,174925972.39118683,540692343.14724,365766370.7560532
The Virgin Suicides,2000,71.0,"Drama,Romance", English,6000000.0,10619770.0,4619770.0,9951045.296167249,17612968.71747968,7661923.421312429
Don't Kill It,2017,60.0,"Fantasy,Horror", English,3500000.0,43462750.4,39962750.4,4077931.2173629245,50639459.04246084,46561527.82509791
Aloha Scooby-Doo!,2005,72.0,"Mystery,Family,Animation,Adventure,Comedy", English,128000000.0,623038635.2,495038635.2000001,187179518.68919614,911094311.4180442,723914792.7288482
A Prayer Before Dawn,2018,68.0,"Drama,Action,Crime", English,6000004.0,958883.0,-5041121.0,6824067.598195192,1090579.6747402502,-5733487.923454942
Hell or High Water,2016,73.0,"Western,Crime,Drama,Thriller", English,12000000.0,37566117.0,25566117.0,14279333.519439017,44701592.80610566,30422259.28666664
Vertical Limit,2000,60.0,"Adventure,Action,Thriller", English,75000000.0,213500000.0,138500000.0,124388066.20209062,354091361.78861797,229703295.58652735
The Poughkeepsie Tapes,2019,66.0,"Horror,Mystery,Crime,Thriller", English,101000000.0,503582663.4,402582663.4,112827323.3277399,562553306.7888733,449725983.4611334
Naked,2017,57.0,Comedy, English,118600000.0,245108932.8,126508932.8,138183612.1083551,285582105.3484661,147398493.24011096
X-Men: The Mutant Watch,2001,71.0,Documentary, English,90100000.0,414551647.4,324451647.4,145297060.98249578,668514272.9486336,523217211.9661378
Air Force One,1997,65.0,"Action,Thriller", English,85000000.0,315268353.0,230268353.0,151249688.47352028,560991060.9036449,409741372.4301247
Kill Command,2016,55.0,"Action,Horror,Science Fiction", English,118000000.0,336436641.6,218436641.6,140413446.27448365,400340917.79719764,259927471.52271393
Before I Fall,2017,70.0,"Drama,Mystery,Thriller,Fantasy", English,5000000.0,18945682.0,13945682.0,5825616.024804178,22074053.73200881,16248437.707204634
World's Greatest Dad,2009,66.0,"Comedy,Romance,Drama", English,10000000.0,295750.0,-9704250.0,13312155.945128348,393707.0120771709,-12918448.933051176
Winter's Tale,2014,63.0,"Drama,Fantasy,Mystery,Romance", English,60000000.0,30800231.0,-29199769.0,72383160.98945662,37156967.98309088,-35226193.006365746
The Boxtrolls,2014,67.0,"Animation,Comedy,Family,Fantasy", English,60000000.0,111898741.0,51898741.0,72383160.98945662,134993076.40534183,62609915.41588522
Match Point,2006,74.0,"Drama,Thriller,Crime,Romance", English,15000000.0,87950928.0,72950928.0,21249627.976190478,124594966.67738096,103345338.70119049
Sherlock: The Abominable Bride,2016,79.0,"Crime,Drama,Mystery,TV Movie", English,120800000.0,810491789.2,689691789.2,143745290.76235276,964440214.3961385,820694923.6337857
Book of Shadows: Blair Witch 2,2000,42.0,"Mystery,Thriller,Horror", English,15000000.0,47721314.0,32721314.0,24877613.240418125,79146159.53443672,54268546.2940186
Knocked Up,2007,63.0,"Comedy,Romance,Drama", English,27500000.0,219265952.0,191765952.0,37878782.398163415,302019173.9321507,264140391.5339873
Nowhere to Run,1993,63.0,"Action,Drama,Thriller,Romance", English,15000000.0,52189039.0,37189039.0,29646539.79238755,103148294.76266438,73501754.97027683
Funny Games,2008,66.0,"Drama,Horror,Thriller", English,15000000.0,8200127.0,-6799873.0,19897191.40002694,10877299.761568582,-9019891.63845836
The Collector,2009,66.0,"Horror,Thriller", English,3000000.0,10473836.0,7473836.0,3993646.7835385045,13942933.817569932,9949287.034031427
RoboCop 2,1990,59.0,"Action,Adventure,Crime,Science Fiction,Thriller", English,35000000.0,45681173.0,10681173.0,76479150.72685541,99818780.43561594,23339629.708760526
The Return of the Texas Chainsaw Massacre,1995,45.0,"Horror,Comedy", English,600000.0,185898.0,-414102.0,1124389.7637795275,348369.68051181105,-776020.0832677166
The House with a Clock in Its Walls,2018,62.0,"Fantasy,Family,Comedy", English,42000000.0,131523093.0,89523093.0,47768441.34173878,149586979.83463225,101818538.49289347
Tangled: Before Ever After,2017,68.0,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie", English,109000000.0,462483392.8,353483392.8,126998429.34073107,538850132.8602971,411851703.51956594
The Drop,2014,68.0,"Drama,Crime", English,12600000.0,19054534.0,6454534.0,15200463.807785891,22987123.368351247,7786659.560565357
Lord of the Flies,1990,63.0,"Adventure,Drama,Thriller", English,48800000.0,13985225.0,-34814775.0,106633787.29915841,30559375.16354247,-76074412.13561593
Blood Father,2016,62.0,"Action,Thriller,Drama", English,13000000.0,6903033.0,-6096967.0,15469277.979392268,8214225.875224473,-7255052.104167795
Saw,2003,70.0,"Crime,Horror,Thriller", English,1200000.0,103880027.0,102680027.0,1862576.086956522,161237045.16883153,159374469.081875
The Three Musketeers,1993,64.0,"Action,Adventure,Comedy", English,90000000.0,139877913.0,49877913.0,177879238.75432527,276459740.92204154,98580502.16771628
Shanghai Noon,2000,64.0,"Adventure,Action,Comedy,Western", English,55000000.0,71189835.0,16189835.0,91217915.21486646,118068878.78527877,26850963.570412315
Run All Night,2015,64.0,"Action,Crime,Mystery", English,50000000.0,71561644.0,21561644.0,60247788.13334065,86228615.32371096,25980827.190370314
The Eye,2008,58.0,"Drama,Horror,Thriller", English,12000000.0,57577765.0,45577765.0,15917753.120021554,76375720.70605148,60457967.586029924
A Cinderella Story: Once Upon a Song,2011,64.0,"Comedy,Family,Romance", English,95800000.0,379962256.2,284162256.2,121632980.49693473,482421103.3188509,360788122.82191616
Leprechaun: Origins,2014,47.0,Horror, English,57800000.0,519287241.4,461487241.4,69729111.75317654,626460866.567117,556731754.8139405
Kidnap,2017,62.0,"Drama,Thriller", English,21000000.0,34836080.0,13836080.0,24467587.304177545,40588325.17787206,16120737.873694517
Wicked Little Things,2006,58.0,"Fantasy,Horror", English,71600000.0,657398006.0,585798006.0,101431557.53968255,931297537.3192958,829865979.7796133
The Forbidden Kingdom,2008,66.0,"Action,Adventure,Fantasy", English,55000000.0,129075270.0,74075270.0,72956368.46676545,171215690.14667702,98259321.67991158
Jarhead: Law of Return,2019,65.0,War, English,151200000.0,564310487.0,413110487.0,168905854.32826012,630392492.8117164,461486638.4834564
Small Soldiers,1998,65.0,"Comedy,Adventure,Fantasy,Science Fiction,Action", English,40000000.0,71743823.0,31743823.0,70084662.57668713,125703540.67291412,55618878.096227
Jackass Presents: Bad Grandpa,2013,61.0,Comedy, English,15000000.0,160903019.0,145903019.0,18389337.94648798,197259999.53341177,178870661.58692378
Curve,2015,57.0,"Horror,Thriller", English,85200000.0,419234293.4,334034293.4,102662230.97921248,505158777.7398794,402496546.76066697
The Girl in the Spider's Web,2018,61.0,"Action,Crime,Thriller,Drama", English,43000000.0,35164920.0,-7835080.0,48905785.183208756,39994605.197784215,-8911179.985424541
"Girl, Interrupted",2000,76.0,Drama, English,24000000.0,48308749.0,24308749.0,39804181.184668995,80120424.91669571,40316243.73202672
Monte Carlo,2011,66.0,"Adventure,Comedy,Romance", English,20000000.0,39686769.0,19686769.0,25393106.575560488,50388517.742832504,24995411.167272016
The Girl with the Dragon Tattoo,2012,74.0,"Thriller,Crime,Mystery", English,90000000.0,239373970.0,149373970.0,111952185.16163315,297760433.4701691,185808248.30853596
Room,2016,80.0,"Drama,Thriller", English,13000000.0,36316727.0,23316727.0,15469277.979392268,43214888.09728466,27745610.117892396
Prospect,2019,62.0,Science Fiction, English,95000000.0,255974410.4,160974410.4,106124710.06074545,285949579.85968703,179824869.79894155
Ghosts of Girlfriends Past,2009,60.0,"Fantasy,Comedy,Romance", English,37500000.0,102223269.0,64723269.0,49920584.7942313,136081209.81488043,86160625.02064914
The Fog,2005,45.0,"Horror,Thriller", English,18000000.0,37048526.0,19048526.0,26322119.815668207,54177541.13143882,27855421.31577061
Criminal,2016,62.0,"Action,Crime,Science Fiction", English,31500000.0,38771262.0,7271262.0,37483250.48852742,46135648.42229602,8652397.933768598
Margin Call,2012,68.0,"Thriller,Drama", English,3400000.0,20433227.0,17033227.0,4229304.772772808,25417160.139485355,21187855.366712548
Mr. Bean's Holiday,2007,63.0,"Family,Comedy", English,25000000.0,232225908.0,207225908.0,34435256.72560311,319870350.41265154,285435093.68704844
The Last Stand,2013,60.0,"Action,Crime,Thriller", English,30000000.0,48330757.0,18330757.0,36778675.89297596,59251374.91217264,22472699.019196678
Pineapple Express,2008,66.0,"Action,Comedy,Crime", English,26000000.0,102404019.0,76404019.0,34488465.093380034,135836824.41166636,101348359.31828633
Overdrive,2017,61.0,"Thriller,Action,Mystery", English,30000000.0,11247280.0,-18752720.0,34953696.148825064,13104466.920691906,-21849229.22813316
The Butterfly Effect 3: Revelations,2009,54.0,"Science Fiction,Thriller,Drama,Crime", English,97000000.0,477116499.8,380116499.8,129127912.66774498,635144924.9331398,506017012.26539487
The Frighteners,1997,69.0,"Horror,Comedy", English,30000000.0,29359216.0,-640784.0,53382242.990654215,52242026.750903435,-1140216.239750779
Gerald's Game,2017,64.0,"Horror,Thriller", English,79000000.0,332257703.2,253257703.2,92044733.191906,387121160.02531004,295076426.83340406
Eight Below,2006,70.0,"Adventure,Drama,Family", English,40000000.0,120455994.0,80455994.0,56665674.60317461,170643004.00014883,113977329.39697422
