Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Thriller,Animation,Adventure,Music,Comedy,History,Drama,Romance,Documentary,Mystery,Family,Fantasy,Action,Science Fiction,War,Horror,TV Movie,Western,Crime
Prometheus,2012,65.0,"Science Fiction,Adventure,Mystery",3,English,125000000.0,402448265.0,277448265.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Toy Story 3,2010,78.0,"Animation,Family,Comedy",3,English,200000000.0,1068879522.0,868879522.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Green Mile,2000,85.0,"Fantasy,Drama,Crime",3,English,60000000.0,290701374.0,230701374.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Fifty Shades Darker,2017,65.0,"Drama,Romance",2,English,55000000.0,381367046.0,326367046.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy Vol. 2,2017,76.0,"Adventure,Action,Science Fiction",3,English,200000000.0,863756051.0,663756051.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ant-Man and the Wasp,2018,70.0,"Action,Adventure,Science Fiction",3,English,130000000.0,623144660.0,493144660.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Joker,2019,82.0,"Crime,Thriller,Drama",3,English,55000000.0,1069121583.0,1014121583.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Percy Jackson & the Olympians: The Lightning Thief,2010,62.0,"Adventure,Fantasy,Family",3,English,95000000.0,223050874.0,128050874.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Constantine,2005,70.0,"Fantasy,Action,Horror",3,English,75000000.0,221593554.0,146593554.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Gifted,2017,81.0,"Drama,Comedy",2,English,7000000.0,36964656.0,29964656.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,2008,72.0,"Action,Adventure,Animation,Family,Comedy",5,English,130000000.0,631910531.0,501910531.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Man from Earth,2008,76.0,"Science Fiction,Drama",2,English,200000.0,58992776.8,58792776.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Wrong Turn 3: Left for Dead,2009,56.0,"Horror,Thriller",2,English,3000000.0,37753869.2,34753869.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apocalypto,2006,75.0,"Action,Drama,History",3,English,40000000.0,121032272.0,81032272.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Catch Me If You Can,2003,80.0,"Drama,Crime",2,English,52000000.0,352114312.0,300114312.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Lord of the Rings: The Two Towers,2002,84.0,"Adventure,Fantasy,Action",3,English,94000000.0,919148764.0,825148764.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
X-Men: Apocalypse,2016,65.0,"Action,Adventure,Science Fiction,Fantasy",4,English,178000000.0,542537546.0,364537546.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Alita: Battle Angel,2019,72.0,"Action,Science Fiction,Adventure",3,English,170000000.0,401900040.0,231900040.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Brave,2012,70.0,"Animation,Adventure,Comedy,Family,Action,Fantasy",6,English,185000000.0,554606532.0,369606532.0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Monsters University,2013,70.0,"Animation,Family",2,English,200000000.0,743455810.0,543455810.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iron Man,2008,76.0,"Action,Science Fiction,Adventure",3,English,186000000.0,585171547.0,399171547.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Curse of La Llorona,2019,57.0,"Horror,Mystery,Thriller",3,English,9000000.0,123133739.0,114133739.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Hobbit: An Unexpected Journey,2012,73.0,"Adventure,Fantasy,Action",3,English,200000000.0,1014938545.0,814938545.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spider-Man: Far From Home,2019,75.0,"Action,Adventure,Science Fiction",3,English,160000000.0,1132107522.0,972107522.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Hangover Part II,2011,65.0,Comedy,1,English,80000000.0,586764305.0,506764305.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2009,58.0,"Action,Adventure,Science Fiction",3,English,200000000.0,757677748.0,557677748.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
White Chicks,2004,69.0,"Comedy,Crime",2,English,20000000.0,111448997.0,91448997.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scream 2,1997,65.0,"Horror,Mystery",2,English,24000000.0,172363301.0,148363301.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
American Sniper,2015,74.0,"War,Action",2,English,58000000.0,547326372.0,489326372.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Last Days in the Desert,2016,57.0,"Adventure,Drama,History",3,English,124600000.0,375161639.6,250561639.60000002,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 5,2013,48.0,Comedy,1,English,20000000.0,78378744.0,58378744.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annabelle: Creation,2017,66.0,"Horror,Mystery,Thriller",3,English,15000000.0,305384865.0,290384865.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Meet Joe Black,1999,73.0,"Fantasy,Drama,Romance",3,English,85000000.0,44650003.0,-40349997.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Dawn of the Planet of the Apes,2014,73.0,"Science Fiction,Action,Drama,Thriller",4,English,170000000.0,710644566.0,540644566.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Scream 4,2011,64.0,"Horror,Mystery",2,English,40000000.0,95989590.0,55989590.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Shawshank Redemption,1995,87.0,"Drama,Crime",2,English,25000000.0,28419159.0,3419159.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Terminator Genisys,2015,59.0,"Science Fiction,Action,Thriller,Adventure",4,English,155000000.0,440603537.0,285603537.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Black Panther,2018,74.0,"Action,Adventure,Science Fiction",3,English,200000000.0,1336494320.0,1136494320.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Batman v Superman: Dawn of Justice,2016,59.0,"Action,Adventure,Fantasy",3,English,263000000.0,872395091.0,609395091.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
A Monster Calls,2017,73.0,"Drama,Fantasy",2,English,43000000.0,46414530.0,3414530.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Spider-Man,2002,73.0,"Fantasy,Action",2,English,139000000.0,821706375.0,682706375.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Scary Movie 2,2001,58.0,Comedy,1,English,45000000.0,141189101.0,96189101.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrong Turn 2: Dead End,2007,60.0,"Horror,Thriller",2,English,4000000.0,30361598.0,26361598.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Knowing,2009,62.0,"Action,Mystery,Science Fiction,Thriller",4,English,50000000.0,186450317.0,136450317.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Annabelle Comes Home,2019,64.0,"Horror,Mystery,Thriller",3,English,27000000.0,230779191.0,203779191.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Matrix,1999,82.0,"Action,Science Fiction",2,English,65000000.0,465974198.0,400974198.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Despicable Me 2,2013,69.0,"Animation,Comedy,Family",3,English,76000000.0,975216835.0,899216835.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pacific Rim: Uprising,2018,61.0,"Action,Fantasy,Science Fiction,Adventure",4,English,155000000.0,290930148.0,135930148.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Capturing Avatar,2010,78.0,Documentary,1,English,101700000.0,716719914.2,615019914.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scooby-Doo,2002,60.0,"Mystery,Adventure,Comedy",3,English,84000000.0,276294164.0,192294164.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jurassic World,2015,67.0,"Action,Adventure,Science Fiction,Thriller",4,English,215000000.0,1669963641.0,1454963641.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Kingsman: The Golden Circle,2017,70.0,"Action,Adventure,Comedy",3,English,104000000.0,408803696.0,304803696.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spirit: Stallion of the Cimarron,2002,77.0,"Western,Animation,Adventure,Comedy,Family,Drama",6,English,80000000.0,106515310.0,26515310.0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Project X,2012,68.0,Comedy,1,English,12000000.0,103028188.0,91028188.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarzan,1999,74.0,"Family,Adventure,Animation,Drama",4,English,145000000.0,448191819.0,303191819.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Corpse Bride,2005,75.0,"Romance,Fantasy,Animation",3,English,30000000.0,114770654.0,84770654.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Madagascar,2005,69.0,"Family,Animation,Adventure,Comedy",4,English,75000000.0,556559566.0,481559566.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 1,2011,62.0,"Adventure,Fantasy,Romance",3,English,110000000.0,712171856.0,602171856.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Maleficent,2014,71.0,"Fantasy,Adventure,Action,Family,Romance",5,English,180000000.0,758536735.0,578536735.0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
xXx: Return of Xander Cage,2017,61.0,"Action,Adventure,Crime",3,English,85000000.0,345033359.0,260033359.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Incredibles 2,2018,75.0,"Action,Adventure,Animation,Family",4,English,200000000.0,1242805359.0,1042805359.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Wreck-It Ralph,2012,73.0,"Family,Animation,Comedy,Adventure",4,English,165000000.0,496511521.0,331511521.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Equalizer,2014,72.0,"Thriller,Action,Crime",3,English,55000000.0,192903624.0,137903624.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Hangover Part III,2013,62.0,Comedy,1,English,103000000.0,362000072.0,259000072.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age: The Meltdown,2006,67.0,"Animation,Family,Comedy,Adventure",4,English,75000000.0,651899282.0,576899282.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blended,2014,69.0,"Comedy,Romance",2,English,45000000.0,127990741.0,82990741.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jurassic World: Fallen Kingdom,2018,66.0,"Action,Adventure,Science Fiction,Thriller",4,English,170000000.0,1308323302.0,1138323302.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Meg,2018,62.0,"Action,Science Fiction,Horror",3,English,178000000.0,527267828.0,349267828.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Coherence,2013,73.0,"Thriller,Science Fiction",2,English,2037792.0,102617.0,-1935175.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Transformers: The Last Knight,2017,61.0,"Action,Adventure,Science Fiction",3,English,217000000.0,602893340.0,385893340.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jumanji: The Next Level,2019,69.0,"Adventure,Comedy,Fantasy",3,English,125000000.0,798210215.0,673210215.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tinker Bell and the Legend of the NeverBeast,2015,72.0,"Adventure,Animation,Family",3,English,73800000.0,394200421.4,320400421.4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WALL·E,2008,81.0,"Animation,Family,Science Fiction",3,English,180000000.0,521311860.0,341311860.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Hobbit: The Desolation of Smaug,2013,76.0,"Fantasy,Adventure,Action",3,English,250000000.0,959358436.0,709358436.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Blind Side,2010,77.0,Drama,1,English,35000000.0,305705794.0,270705794.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Case for Christ,2017,69.0,Drama,1,English,3000000.0,17966760.0,14966760.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unbroken: Path to Redemption,2018,69.0,Drama,1,English,6000000.0,6216897.0,216897.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,2018,74.0,"Horror,Drama,Science Fiction",3,English,17000000.0,334876670.0,317876670.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Lilo & Stitch,2002,75.0,"Animation,Family",2,English,80000000.0,245799997.0,165799997.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lion King II: Simba's Pride,2000,69.0,"Family,Adventure,Animation,Action",4,English,140700000.0,490644301.8,349944301.8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Simpsons Movie,2007,70.0,"Animation,Comedy,Family",3,English,72500000.0,527071022.0,454571022.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy Returns,2001,63.0,"Adventure,Action,Fantasy",3,English,98000000.0,435040395.0,337040395.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
In Time,2011,70.0,"Action,Thriller,Science Fiction",3,English,35000000.0,165103952.0,130103952.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Taken 3,2015,62.0,"Thriller,Action",2,English,48000000.0,327656424.0,279656424.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Bug's Life,1998,70.0,"Adventure,Animation,Comedy,Family",4,English,120000000.0,363258859.0,243258859.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maleficent: Mistress of Evil,2019,73.0,"Family,Fantasy,Adventure,Action",4,English,185000000.0,489181357.0,304181357.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Ready Player One,2018,76.0,"Science Fiction,Adventure,Action",3,English,150000000.0,579055653.0,429055653.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Second Coming of Christ,2018,36.0,"Action,Drama",2,English,47270000.0,329856760.8,282586760.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Sausage Party,2016,57.0,"Adventure,Animation,Comedy,Fantasy",4,English,19000000.0,141344255.0,122344255.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fight Club,1999,84.0,"Drama,Thriller,Comedy",3,English,65000000.0,100820947.0,35820947.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legion,2010,58.0,"Horror,Action,Fantasy",3,English,26000000.0,67647574.0,41647574.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
From Straight A's to XXX,2017,60.0,"Drama,TV Movie",2,English,127200000.0,410122022.6,282922022.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Justice League,2017,61.0,"Action,Adventure,Science Fiction",3,English,300000000.0,655945209.0,355945209.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mad Max: Fury Road,2015,76.0,"Action,Adventure,Science Fiction",3,English,150000000.0,365769378.0,215769378.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
How to Train Your Dragon 2,2014,77.0,"Fantasy,Action,Adventure,Animation,Comedy,Family",6,English,145000000.0,614586270.0,469586270.0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Despicable Me,2010,72.0,"Family,Animation,Comedy,Crime",4,English,69000000.0,543464573.0,474464573.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fractured,2019,67.0,Thriller,1,English,108200000.0,206009040.8,97809040.80000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Breaks the Internet,2018,72.0,"Family,Animation,Comedy,Adventure",4,English,175000000.0,529221154.0,354221154.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Proposal,2009,71.0,"Comedy,Romance,Drama",3,English,40000000.0,314709717.0,274709717.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rampage,2018,64.0,"Action,Adventure,Science Fiction",3,English,120000000.0,427947217.0,307947217.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Brother Bear,2003,73.0,"Adventure,Animation,Family",3,English,46000000.0,250397798.0,204397798.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ninja Assassin,2010,65.0,"Action,Thriller",2,English,50000000.0,62209892.0,12209892.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miss Peregrine's Home for Peculiar Children,2016,68.0,"Fantasy,Adventure,Family,Drama",4,English,110000000.0,296482446.0,186482446.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
How to Train Your Dragon,2010,78.0,"Fantasy,Adventure,Animation,Family",4,English,165000000.0,494870992.0,329870992.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Scream 3,2000,60.0,"Horror,Mystery",2,English,40000000.0,161838076.0,121838076.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Superman/Shazam!: The Return of Black Adam,2010,71.0,"Animation,Action",2,English,61095923.8,470754235.2,409658311.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Drag Me to Hell,2009,64.0,"Horror,Thriller",2,English,30000000.0,90810892.0,60810892.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brian Banks,2019,73.0,Drama,1,English,10000000.0,4376820.0,-5623180.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gladiator,2000,82.0,"Action,Drama,Adventure",3,English,103000000.0,452282115.0,349282115.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Twilight Saga: New Moon,2009,60.0,"Adventure,Fantasy,Drama,Romance",4,English,50000000.0,687557727.0,637557727.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Dark Knight Rises,2012,78.0,"Action,Crime,Drama,Thriller",4,English,230000000.0,1082228107.0,852228107.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Ice Age: Continental Drift,2012,63.0,"Animation,Comedy,Adventure,Family",4,English,95000000.0,879765137.0,784765137.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Devil Wears Prada,2006,74.0,"Comedy,Drama,Romance",3,English,35000000.0,326073155.0,291073155.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pixels,2015,57.0,"Action,Comedy,Science Fiction",3,English,90000000.0,244041804.0,154041804.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Nightmare Before Christmas,1994,78.0,"Fantasy,Animation,Family",3,English,24000000.0,75634409.0,51634409.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Limitless,2011,72.0,"Thriller,Mystery,Science Fiction",3,English,27000000.0,155564919.0,128564919.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Just Go with It,2011,67.0,"Comedy,Romance",2,English,80000000.0,214945591.0,134945591.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 2,2011,69.0,"Animation,Family",2,English,150000000.0,664837547.0,514837547.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Notebook,2004,79.0,"Romance,Drama",2,English,30000000.0,115937163.0,85937163.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Superbad,2007,72.0,Comedy,1,English,17500000.0,169955142.0,152455142.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 3,2016,69.0,"Action,Adventure,Animation,Comedy,Family",5,English,140000000.0,521170825.0,381170825.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Great Wall,2017,60.0,"Action,Adventure,Fantasy",3,English,150000000.0,334486852.0,184486852.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Incredibles,2004,77.0,"Action,Adventure,Animation,Family",4,English,92000000.0,631441092.0,539441092.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Visit,2015,63.0,"Mystery,Thriller,Horror",3,English,5000000.0,98677816.0,93677816.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Logan,2017,78.0,"Action,Drama,Science Fiction",3,English,127000000.0,614202315.0,487202315.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Terminator 2: Judgment Day,1991,81.0,"Action,Thriller,Science Fiction",3,English,100000000.0,515376182.0,415376182.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
American Pie Presents: Beta House,2008,56.0,Comedy,1,English,10000000.0,18610260.0,8610260.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Me by Your Name,2017,82.0,"Romance,Drama",2,English,3500000.0,41649462.0,38149462.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Spider-Man 3,2007,64.0,"Fantasy,Action,Adventure",3,English,258000000.0,894860230.0,636860230.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Jack Reacher,2013,66.0,"Crime,Drama,Thriller,Action",4,English,60000000.0,217370736.0,157370736.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Garfield,2004,57.0,"Animation,Comedy,Family",3,English,50000000.0,200804534.0,150804534.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lucy,2014,64.0,"Action,Science Fiction",2,English,40000000.0,457507776.0,417507776.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Rio,2011,67.0,"Animation,Adventure,Comedy,Family",4,English,90000000.0,487519809.0,397519809.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The SpongeBob SquarePants Movie,2005,70.0,"Family,Animation,Comedy,Fantasy,Adventure,Action",6,English,30000000.0,140161792.0,110161792.0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Blade Runner 2049,2017,75.0,"Science Fiction,Drama",2,English,185000000.0,258829058.0,73829058.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fantastic Beasts and Where to Find Them,2016,73.0,"Adventure,Fantasy,Family",3,English,180000000.0,811724385.0,631724385.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wrong Turn,2003,63.0,"Horror,Thriller",2,English,10000000.0,28649556.0,18649556.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heaven Is for Real,2014,67.0,Drama,1,English,12000000.0,101332962.0,89332962.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,2003,67.0,"Fantasy,Comedy",2,English,81000000.0,484468608.0,403468608.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Secret of the Wings,2012,72.0,"Animation,Family,Fantasy,Adventure",4,English,141800000.0,648303155.4,506503155.4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wrong Turn 5: Bloodlines,2012,54.0,"Horror,Thriller",2,English,3000000.0,3380105.2,380105.2000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Penguins of Madagascar,2014,65.0,"Family,Animation,Adventure,Comedy",4,English,132000000.0,366942531.0,234942531.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saving Private Ryan,1998,82.0,"Drama,History,War",3,English,65000000.0,485035085.0,420035085.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Rio 2,2014,65.0,"Adventure,Animation,Comedy,Family",4,English,130000000.0,492846291.0,362846291.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Puss in Boots: The Three Diablos,2012,66.0,"Adventure,Animation,Comedy,Family",4,English,160800000.0,511957294.2,351157294.2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Star Wars: The Force Awakens,2015,73.0,"Adventure,Action,Science Fiction,Fantasy",4,English,245000000.0,2068223624.0,1823223624.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
American Wedding,2003,62.0,"Comedy,Romance",2,English,55000000.0,232354205.0,177354205.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Pie Presents: The Book of Love,2009,53.0,Comedy,1,English,7000000.0,5021219.0,-1978781.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Lincoln: Vampire Hunter,2012,57.0,"Action,Fantasy,Horror",3,English,67500000.0,137489730.0,69989730.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Trolls,2016,67.0,"Family,Animation,Fantasy,Adventure,Comedy,Music",6,English,125000000.0,343242613.0,218242613.0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ghostland,2018,73.0,"Horror,Mystery,Thriller",3,English,95800000.0,750306106.4,654506106.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Crank: High Voltage,2009,60.0,"Action,Thriller,Crime",3,English,20000000.0,34560577.0,14560577.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
